Month,,Temperature
20140316,9.193749,,
20140317,10.03125,,
20140318,9.750000,,
20140319,9.206249,,
20140320,13.36875,,
20140321,14.41875,,
20140322,8.212501,,
20140323,7.093750,,
20140324,5.275000,,
20140325,3.968750,,
20140326,5.931250,,
20140327,7.193750,,
20140328,6.362500,,
20140329,9.168752,,
20140330,11.77500,,
20140331,10.10625,,
20140401,8.968750,,
20140402,11.71875,,
20140403,13.12500,,
20140404,9.575000,,
20140405,9.756249,,
20140406,12.77500,,
20140407,15.38125,,
20140408,12.67500,,
20140409,8.662500,,
20140410,7.587499,,
20140411,9.025002,,
20140412,10.66875,,
20140413,11.33750,,
20140414,7.293750,,
20140415,6.893751,,
20140416,7.306250,,
20140417,8.531249,,
20140418,8.062500,,
20140419,12.34375,,
20140420,15.48125,,
20140421,13.75625,,
20140422,15.26875,,
20140423,14.98750,,
20140424,13.23750,,
20140425,16.43750,,
20140426,16.20000,,
20140427,14.21250,,
20140428,15.40000,,
20140429,16.05625,,
20140430,15.83750,,
20140501,14.29375,,
20140502,5.325000,,
20140503,8.150000,,
20140504,6.781250,,
20140505,8.793751,,
20140506,13.46875,,
20140507,14.10625,,
20140508,12.97500,,
20140509,13.60625,,
20140510,12.55625,,
20140511,12.09375,,
20140512,11.30625,,
20140513,11.38750,,
20140514,9.481250,,
20140515,11.14375,,
20140516,13.13750,,
20140517,14.16250,,
20140518,11.64375,,
20140519,14.31875,,
20140520,19.41875,,
20140521,21.58125,,
20140522,23.48125,,
20140523,20.19375,,
20140524,17.81875,,
20140525,18.98750,,
20140526,19.96250,,
20140527,15.85625,,
20140528,10.04375,,
20140529,8.681250,,
20140530,13.21875,,
20140531,14.63750,,
20140601,13.66250,,
20140602,14.70000,,
20140603,16.02500,,
20140604,18.03750,,
20140605,16.10000,,
20140606,17.58750,,
20140607,21.81875,,
20140608,25.92500,,
20140609,25.00625,,
20140610,25.01250,,
20140611,22.06250,,
20140612,18.69375,,
20140613,15.43750,,
20140614,14.88125,,
20140615,15.61250,,
20140616,15.98750,,
20140617,17.74375,,
20140618,17.35000,,
20140619,15.38125,,
20140620,15.18125,,
20140621,14.01250,,
20140622,14.91250,,
20140623,14.28125,,
20140624,14.27500,,
20140625,12.21875,,
20140626,14.41250,,
20140627,17.46250,,
20140628,19.10000,,
20140629,16.82500,,
20140630,15.90625,,
20140701,15.65625,,
20140702,15.83125,,
20140703,18.21875,,
20140704,23.23750,,
20140705,23.26250,,
20140706,24.61250,,
20140707,22.02500,,
20140708,20.45625,,
20140709,20.88125,,
20140710,22.05000,,
20140711,20.61250,,
20140712,16.75000,,
20140713,16.84375,,
20140714,20.16250,,
20140715,21.22500,,
20140716,21.81875,,
20140717,22.68125,,
20140718,23.80000,,
20140719,25.67500,,
20140720,27.31250,,
20140721,25.12500,,
20140722,24.13125,,
20140723,23.01875,,
20140724,18.87500,,
20140725,19.11250,,
20140726,22.44375,,
20140727,24.09375,,
20140728,23.58125,,
20140729,22.78750,,
20140730,21.07500,,
20140731,20.29375,,
20140801,21.46875,,
20140802,23.78125,,
20140803,23.23125,,
20140804,20.48750,,
20140805,19.85625,,
20140806,19.68750,,
20140807,19.81875,,
20140808,20.53125,,
20140809,21.41875,,
20140810,21.83750,,
20140811,19.77500,,
20140812,17.21250,,
20140813,18.82500,,
20140814,18.08125,,
20140815,16.34375,,
20140816,15.28750,,
20140817,16.93125,,
20140818,17.04375,,
20140819,15.16875,,
20140820,13.71875,,
20140821,13.58750,,
20140822,15.50625,,
20140823,15.33125,,
20140824,13.17500,,
20140825,13.58125,,
20140826,13.96875,,
20140827,14.62500,,
20140828,15.94375,,
20140829,16.66875,,
20140830,17.45625,,
20140831,15.98750,,
20140901,14.65625,,
20140902,15.96875,,
20140903,16.82500,,
20140904,17.95000,,
20140905,19.93125,,
20140906,20.30000,,
20140907,20.53125,,
20140908,19.00625,,
20140909,16.00000,,
20140910,14.50625,,
20140911,13.98750,,
20140912,16.46250,,
20140913,17.66250,,
20140914,18.05000,,
20140915,19.99375,,
20140916,19.23750,,
20140917,18.29375,,
20140918,18.02500,,
20140919,15.58750,,
20140920,16.43125,,
20140921,15.65000,,
20140922,11.82500,,
20140923,10.48750,,
20140924,11.00625,,
20140925,12.97500,,
20140926,14.16875,,
20140927,13.65625,,
20140928,13.26250,,
20140929,16.71875,,
20140930,16.65000,,
20141001,15.21875,,
20141002,16.25625,,
20141003,14.23750,,
20141004,13.10000,,
20141005,12.57500,,
20141006,13.60625,,
20141007,13.47500,,
20141008,14.63125,,
20141009,17.70625,,
20141010,15.34375,,
20141011,14.56875,,
20141012,13.88125,,
20141013,15.72500,,
20141014,14.91875,,
20141015,13.95000,,
20141016,11.43125,,
20141017,13.30000,,
20141018,12.84375,,
20141019,16.15625,,
20141020,14.20625,,
20141021,12.66250,,
20141022,9.787499,,
20141023,10.59375,,
20141024,7.681250,,
20141025,6.506249,,
20141026,10.96875,,
20141027,11.02500,,
20141028,6.762501,,
20141029,6.181250,,
20141030,8.718750,,
20141031,10.76875,,
20141101,12.60625,,
20141102,11.66250,,
20141103,12.90625,,
20141104,10.48125,,
20141105,9.906250,,
20141106,9.331249,,
20141107,8.150001,,
20141108,8.412500,,
20141109,6.362500,,
20141110,9.018751,,
20141111,8.143750,,
20141112,10.07500,,
20141113,10.38750,,
20141114,9.712501,,
20141115,9.950002,,
20141116,8.775001,,
20141117,7.706251,,
20141118,6.425001,,
20141119,3.906250,,
20141120,4.843750,,
20141121,5.506250,,
20141122,5.500000,,
20141123,5.393750,,
20141124,5.893751,,
20141125,3.962500,,
20141126,3.937500,,
20141127,2.187500,,
20141128,0.7875001,,
20141129,-1.018750,,
20141130,-1.500000,,
20141201,-2.806250,,
20141202,-2.837500,,
20141203,-1.375000,,
20141204,1.743750,,
20141205,2.393750,,
20141206,3.856250,,
20141207,3.050000,,
20141208,3.675000,,
20141209,0.3437500,,
20141210,1.312500,,
20141211,3.150000,,
20141212,6.625001,,
20141213,5.525000,,
20141214,3.462500,,
20141215,4.025000,,
20141216,4.512500,,
20141217,2.631250,,
20141218,8.706250,,
20141219,9.900001,,
20141220,5.112500,,
20141221,5.587500,,
20141222,9.362499,,
20141223,10.55000,,
20141224,8.106250,,
20141225,4.218750,,
20141226,-0.7999999,,
20141227,-4.406250,,
20141228,-5.231250,,
20141229,-4.037500,,
20141230,-1.806250,,
20141231,2.550000,,
20150101,3.643750,,
20150102,5.300000,,
20150103,4.493750,,
20150104,3.537500,,
20150105,3.250000,,
20150106,0.8500000,,
20150107,1.906250,,
20150108,3.481250,,
20150109,6.275000,,
20150110,8.637499,,
20150111,3.493750,,
20150112,5.643750,,
20150113,9.918751,,
20150114,5.981250,,
20150115,4.900000,,
20150116,7.756250,,
20150117,3.100000,,
20150118,0.000000,,
20150119,-0.6437500,,
20150120,0.9812499,,
20150121,0.5875000,,
20150122,-0.3500000,,
20150123,0.1812500,,
20150124,-0.3250000,,
20150125,0.9437499,,
20150126,2.300000,,
20150127,3.243750,,
20150128,3.162500,,
20150129,2.193750,,
20150130,0.8812500,,
20150131,0.3000000,,
20150201,0.9250001,,
20150202,0.8187500,,
20150203,-0.1000000,,
20150204,-1.081250,,
20150205,-1.206250,,
20150206,-3.712500,,
20150207,-1.262500,,
20150208,1.662500,,
20150209,4.031250,,
20150210,5.112500,,
20150211,4.818750,,
20150212,1.156250,,
20150213,0.9125000,,
20150214,0.7500000,,
20150215,2.281250,,
20150216,0.4187500,,
20150217,1.087500,,
20150218,3.206250,,
20150219,2.543750,,
20150220,3.293750,,
20150221,5.781250,,
20150222,1.581250,,
20150223,2.012500,,
20150224,3.593750,,
20150225,2.562500,,
20150226,2.787500,,
20150227,3.781250,,
20150228,3.700000,,
20150301,3.693750,,
20150302,5.031250,,
20150303,4.437500,,
20150304,3.231249,,
20150305,3.531250,,
20150306,4.218750,,
20150307,7.575001,,
20150308,10.92500,,
20150309,9.049999,,
20150310,6.550000,,
20150311,4.543750,,
20150312,2.993750,,
20150313,2.637500,,
20150314,4.356250,,
20150315,5.968750,,
20150316,8.225000,,
20150317,11.21250,,
20150318,8.600000,,
20150319,6.443750,,
20150320,5.662500,,
20150321,2.956250,,
20150322,1.175000,,
20150323,4.993750,,
20150324,8.031250,,
20150325,9.456250,,
20150326,7.875000,,
20150327,7.237501,,
20150328,6.999999,,
20150329,9.381248,,
20150330,6.300000,,
20150331,5.875001,,
20150401,4.481250,,
20150402,3.212500,,
20150403,4.531250,,
20150404,3.900000,,
20150405,4.193749,,
20150406,5.256250,,
20150407,6.531250,,
20150408,8.062500,,
20150409,9.474999,,
20150410,12.40000,,
20150411,14.61875,,
20150412,10.00000,,
20150413,9.318749,,
20150414,9.700000,,
20150415,16.16875,,
20150416,10.49375,,
20150417,6.956251,,
20150418,6.312500,,
20150419,8.756250,,
20150420,10.70000,,
20150421,13.25625,,
20150422,8.968750,,
20150423,11.37500,,
20150424,13.43125,,
20150425,15.69375,,
20150426,13.78125,,
20150427,9.968750,,
20150428,7.706250,,
20150429,8.799999,,
20150430,10.54375,,
20150501,9.368751,,
20150502,8.575000,,
20150503,13.04375,,
20150504,17.23750,,
20150505,18.73750,,
20150506,15.66250,,
20150507,12.38750,,
20150508,13.45625,,
20150509,15.86875,,
20150510,10.98750,,
20150511,13.38125,,
20150512,18.13750,,
20150513,13.03125,,
20150514,9.775001,,
20150515,10.76875,,
20150516,10.58750,,
20150517,10.87500,,
20150518,14.14375,,
20150519,14.76250,,
20150520,13.05625,,
20150521,11.84375,,
20150522,13.63125,,
20150523,15.39375,,
20150524,13.71875,,
20150525,15.93750,,
20150526,12.66250,,
20150527,10.58750,,
20150528,13.18125,,
20150529,15.28125,,
20150530,12.45625,,
20150531,15.33750,,
20150601,14.16250,,
20150602,18.34375,,
20150603,18.69375,,
20150604,15.67500,,
20150605,20.88125,,
20150606,23.66875,,
20150607,18.43125,,
20150608,15.75000,,
20150609,15.00000,,
20150610,16.67500,,
20150611,18.12500,,
20150612,20.65625,,
20150613,21.69375,,
20150614,17.67500,,
20150615,14.95000,,
20150616,11.86250,,
20150617,14.94375,,
20150618,15.49375,,
20150619,13.23125,,
20150620,12.93125,,
20150621,14.61875,,
20150622,14.53750,,
20150623,11.58125,,
20150624,12.63750,,
20150625,17.36250,,
20150626,18.51875,,
20150627,18.37500,,
20150628,17.40000,,
20150629,20.69375,,
20150630,21.03125,,
20150701,20.95625,,
20150702,23.78125,,
20150703,26.51875,,
20150704,29.21875,,
20150705,28.40000,,
20150706,21.31250,,
20150707,23.30625,,
20150708,19.48125,,
20150709,15.49375,,
20150710,14.80000,,
20150711,16.76875,,
20150712,17.86250,,
20150713,16.93125,,
20150714,17.08125,,
20150715,18.45000,,
20150716,20.70625,,
20150717,23.90625,,
20150718,22.59375,,
20150719,17.74375,,
20150720,19.28125,,
20150721,22.57500,,
20150722,24.01250,,
20150723,20.09375,,
20150724,20.49375,,
20150725,21.39375,,
20150726,16.17500,,
20150727,16.91250,,
20150728,17.11875,,
20150729,16.33125,,
20150730,15.68125,,
20150731,14.19375,,
20150801,17.68750,,
20150802,22.18750,,
20150803,23.90625,,
20150804,26.22500,,
20150805,21.00625,,
20150806,25.36875,,
20150807,27.95625,,
20150808,25.03750,,
20150809,22.17500,,
20150810,25.20625,,
20150811,26.62500,,
20150812,22.92500,,
20150813,23.58750,,
20150814,27.15625,,
20150815,24.56250,,
20150816,22.55625,,
20150817,22.88750,,
20150818,19.15000,,
20150819,18.38125,,
20150820,19.18125,,
20150821,19.45625,,
20150822,19.93750,,
20150823,19.86875,,
20150824,21.33750,,
20150825,18.11875,,
20150826,19.92500,,
20150827,21.01875,,
20150828,16.36250,,
20150829,17.79375,,
20150830,21.97500,,
20150831,26.56250,,
20150901,21.94375,,
20150902,15.75000,,
20150903,14.57500,,
20150904,14.90625,,
20150905,14.09375,,
20150906,12.90000,,
20150907,12.96250,,
20150908,13.36250,,
20150909,12.86875,,
20150910,13.48125,,
20150911,13.80000,,
20150912,16.41250,,
20150913,18.67500,,
20150914,17.46875,,
20150915,15.40000,,
20150916,16.91250,,
20150917,18.70625,,
20150918,15.24375,,
20150919,14.41250,,
20150920,12.47500,,
20150921,12.30000,,
20150922,14.38125,,
20150923,12.90000,,
20150924,13.11875,,
20150925,13.00000,,
20150926,12.03750,,
20150927,10.56875,,
20150928,11.15625,,
20150929,11.25625,,
20150930,10.87500,,
20151001,9.462499,,
20151002,9.768749,,
20151003,12.55000,,
20151004,14.10000,,
20151005,12.85625,,
20151006,13.98125,,
20151007,12.73125,,
20151008,7.625000,,
20151009,8.556252,,
20151010,6.081249,,
20151011,4.781250,,
20151012,4.250000,,
20151013,4.062500,,
20151014,5.200000,,
20151015,6.487500,,
20151016,7.856250,,
20151017,8.006250,,
20151018,8.137501,,
20151019,7.949999,,
20151020,9.337500,,
20151021,9.281249,,
20151022,9.162499,,
20151023,10.99375,,
20151024,8.062500,,
20151025,9.150000,,
20151026,7.087500,,
20151027,8.006250,,
20151028,7.450000,,
20151029,5.856250,,
20151030,7.237500,,
20151031,10.49375,,
20151101,8.875001,,
20151102,6.368751,,
20151103,3.762500,,
20151104,3.031250,,
20151105,8.481250,,
20151106,11.30000,,
20151107,14.98125,,
20151108,13.17500,,
20151109,13.66250,,
20151110,14.08750,,
20151111,13.73125,,
20151112,11.48125,,
20151113,11.26875,,
20151114,7.531250,,
20151115,9.468751,,
20151116,10.80000,,
20151117,11.68750,,
20151118,11.91250,,
20151119,11.31875,,
20151120,7.400000,,
20151121,4.700000,,
20151122,1.281250,,
20151123,0.1625000,,
20151124,1.000000,,
20151125,3.106250,,
20151126,4.181250,,
20151127,1.750000,,
20151128,0.7187500,,
20151129,5.593750,,
20151130,6.025000,,
20151201,5.449999,,
20151202,9.112499,,
20151203,8.224999,,
20151204,6.762499,,
20151205,6.681250,,
20151206,8.662500,,
20151207,10.71250,,
20151208,8.562500,,
20151209,6.025000,,
20151210,2.937500,,
20151211,4.056250,,
20151212,5.112500,,
20151213,4.943750,,
20151214,0.7062500,,
20151215,5.137500,,
20151216,5.700000,,
20151217,10.51875,,
20151218,10.93750,,
20151219,9.012500,,
20151220,9.231252,,
20151221,9.562499,,
20151222,11.39375,,
20151223,11.16250,,
20151224,6.856250,,
20151225,9.112499,,
20151226,12.90000,,
20151227,10.53125,,
20151228,7.162500,,
20151229,4.337500,,
20151230,0.5375000,,
20151231,0.1875000E-01
20160101,1.543750,,
20160102,-3.718750,,
20160103,-9.881249,,
20160104,-9.225000,,
20160105,-8.400000,,
20160106,-7.918750,,
20160107,-5.562500,,
20160108,2.925000,,
20160109,0.4250000,,
20160110,0.3562500,,
20160111,2.337500,,
20160112,2.737500,,
20160113,2.362500,,
20160114,1.600000,,
20160115,-0.3125000,,
20160116,-0.3187500,,
20160117,-1.231250,,
20160118,-4.625000,,
20160119,-6.456249,,
20160120,-2.062500,,
20160121,-3.643750,,
20160122,-6.800001,,
20160123,-1.475000,,
20160124,3.450000,,
20160125,7.431250,,
20160126,8.699999,,
20160127,10.07500,,
20160128,7.400000,,
20160129,5.237500,,
20160130,7.525000,,
20160131,4.118750,,
20160201,7.300001,,
20160202,8.974999,,
20160203,5.393751,,
20160204,3.193750,,
20160205,3.368751,,
20160206,7.675000,,
20160207,6.731251,,
20160208,7.675001,,
20160209,8.168751,,
20160210,5.168750,,
20160211,4.093750,,
20160212,2.300000,,
20160213,1.343750,,
20160214,2.937500,,
20160215,3.406250,,
20160216,0.2562500,,
20160217,0.4375000E-01
20160218,2.443750,,
20160219,3.143750,,
20160220,3.262500,,
20160221,8.137500,,
20160222,6.843750,,
20160223,4.518750,,
20160224,2.862500,,
20160225,0.7625000,,
20160226,1.418750,,
20160227,1.131250,,
20160228,2.812500,,
20160229,1.175000,,
20160301,1.268750,,
20160302,4.200000,,
20160303,3.462500,,
20160304,3.518749,,
20160305,5.475000,,
20160306,3.400000,,
20160307,2.406250,,
20160308,1.856250,,
20160309,2.881250,,
20160310,5.056250,,
20160311,3.862500,,
20160312,2.887500,,
20160313,1.781250,,
20160314,3.618750,,
20160315,4.456250,,
20160316,4.668750,,
20160317,4.837500,,
20160318,4.350000,,
20160319,5.843750,,
20160320,5.343750,,
20160321,5.568750,,
20160322,6.081250,,
20160323,5.137500,,
20160324,3.900000,,
20160325,6.150001,,
20160326,9.031249,,
20160327,8.875001,,
20160328,10.12500,,
20160329,7.150000,,
20160330,6.981250,,
20160331,7.425000,,
20160401,7.956251,,
20160402,9.349998,,
20160403,12.71250,,
20160404,14.94375,,
20160405,15.65000,,
20160406,11.74375,,
20160407,9.787500,,
20160408,8.031250,,
20160409,8.531248,,
20160410,7.925001,,
20160411,9.512500,,
20160412,10.30625,,
20160413,12.45000,,
20160414,8.693750,,
20160415,8.375000,,
20160416,10.17500,,
20160417,8.825000,,
20160418,8.150000,,
20160419,10.05000,,
20160420,8.818749,,
20160421,8.843751,,
20160422,8.668750,,
20160423,6.925000,,
20160424,4.400000,,
20160425,5.125000,,
20160426,4.962501,,
20160427,5.056250,,
20160428,5.300000,,
20160429,8.625001,,
20160430,12.38750,,
20160501,12.96875,,
20160502,13.02500,,
20160503,12.31250,,
20160504,10.22500,,
20160505,13.80625,,
20160506,16.85625,,
20160507,18.23125,,
20160508,18.26250,,
20160509,18.97500,,
20160510,18.48125,,
20160511,19.06875,,
20160512,18.56250,,
20160513,16.41250,,
20160514,10.33750,,
20160515,8.499999,,
20160516,9.556249,,
20160517,9.518750,,
20160518,14.31875,,
20160519,16.96875,,
20160520,17.25000,,
20160521,18.57500,,
20160522,21.55625,,
20160523,20.50625,,
20160524,15.96875,,
20160525,13.76250,,
20160526,13.86875,,
20160527,15.75000,,
20160528,18.37500,,
20160529,21.45625,,
20160530,20.95000,,
20160531,19.64375,,
20160601,19.20000,,
20160602,19.88750,,
20160603,21.56250,,
20160604,21.83750,,
20160605,21.65000,,
20160606,19.83750,,
20160607,19.32500,,
20160608,19.93125,,
20160609,17.83750,,
20160610,16.18750,,
20160611,16.76875,,
20160612,16.65000,,
20160613,14.57500,,
20160614,17.10000,,
20160615,15.43125,,
20160616,17.61250,,
20160617,15.54375,,
20160618,16.85625,,
20160619,16.86250,,
20160620,17.61875,,
20160621,18.53750,,
20160622,21.52500,,
20160623,25.35000,,
20160624,27.51875,,
20160625,25.85000,,
20160626,19.01875,,
20160627,18.46875,,
20160628,18.46250,,
20160629,19.16250,,
20160630,19.91875,,
20160701,22.31250,,
20160702,18.40625,,
20160703,16.44375,,
20160704,17.30625,,
20160705,19.60000,,
20160706,16.04375,,
20160707,16.79375,,
20160708,19.96875,,
20160709,18.33750,,
20160710,24.41250,,
20160711,24.19375,,
20160712,21.32500,,
20160713,17.56250,,
20160714,15.51250,,
20160715,15.22500,,
20160716,18.41250,,
20160717,19.65000,,
20160718,18.35625,,
20160719,19.23125,,
20160720,21.93125,,
20160721,23.04375,,
20160722,23.18125,,
20160723,22.00000,,
20160724,22.38750,,
20160725,24.05625,,
20160726,23.09375,,
20160727,19.71250,,
20160728,20.86875,,
20160729,20.93125,,
20160730,20.73125,,
20160731,19.46250,,
20160801,17.26875,,
20160802,15.74375,,
20160803,18.78750,,
20160804,19.66250,,
20160805,17.91875,,
20160806,17.51875,,
20160807,18.56250,,
20160808,20.85625,,
20160809,16.45000,,
20160810,13.47500,,
20160811,13.48750,,
20160812,16.14375,,
20160813,21.12500,,
20160814,18.39375,,
20160815,16.07500,,
20160816,14.95000,,
20160817,14.88750,,
20160818,15.58750,,
20160819,18.98750,,
20160820,20.05000,,
20160821,17.47500,,
20160822,18.52500,,
20160823,19.43750,,
20160824,21.51875,,
20160825,22.41250,,
20160826,24.51875,,
20160827,23.70625,,
20160828,24.95000,,
20160829,19.80625,,
20160830,16.47500,,
20160831,18.41250,,
20160901,19.37500,,
20160902,19.09375,,
20160903,20.33750,,
20160904,17.83750,,
20160905,17.10625,,
20160906,16.37500,,
20160907,18.36250,,
20160908,21.59375,,
20160909,20.54375,,
20160910,20.38750,,
20160911,22.73125,,
20160912,23.32500,,
20160913,23.53125,,
20160914,22.48125,,
20160915,20.04375,,
20160916,20.38125,,
20160917,18.05625,,
20160918,15.89375,,
20160919,15.40625,,
20160920,14.01875,,
20160921,15.25000,,
20160922,13.02500,,
20160923,15.21250,,
20160924,14.48750,,
20160925,15.08125,,
20160926,14.30625,,
20160927,14.50625,,
20160928,16.55000,,
20160929,20.29375,,
20160930,15.55625,,
20161001,12.42500,,
20161002,13.10000,,
20161003,11.83125,,
20161004,12.49375,,
20161005,9.025001,,
20161006,10.39375,,
20161007,9.925001,,
20161008,9.456249,,
20161009,8.206250,,
20161010,7.581250,,
20161011,7.668750,,
20161012,7.187500,,
20161013,6.987500,,
20161014,7.893750,,
20161015,8.668750,,
20161016,8.706250,,
20161017,7.681251,,
20161018,9.225000,,
20161019,9.287499,,
20161020,7.806250,,
20161021,7.743750,,
20161022,7.162499,,
20161023,7.193750,,
20161024,7.775001,,
20161025,8.487501,,
20161026,6.606249,,
20161027,8.375000,,
20161028,11.13750,,
20161029,8.987500,,
20161030,7.337500,,
20161031,7.012500,,
20161101,9.868750,,
20161102,6.056250,,
20161103,2.956250,,
20161104,5.243751,,
20161105,6.450000,,
20161106,5.518750,,
20161107,4.312500,,
20161108,2.937500,,
20161109,1.068750,,
20161110,0.5625001,,
20161111,0.6250001,,
20161112,-1.475000,,
20161113,-2.331250,,
20161114,-0.9187501,,
20161115,2.768750,,
20161116,7.731250,,
20161117,9.275000,,
20161118,9.543750,,
20161119,6.037500,,
20161120,6.481249,,
20161121,9.293750,,
20161122,9.237501,,
20161123,6.612500,,
20161124,5.193750,,
20161125,1.662500,,
20161126,0.6687500,,
20161127,4.099999,,
20161128,-0.2000000,,
20161129,-2.331250,,
20161130,1.100000,,
20161201,6.450000,,
20161202,4.068750,,
20161203,-1.118750,,
20161204,-1.643750,,
20161205,-3.106250,,
20161206,0.4437501,,
20161207,1.918750,,
20161208,7.206249,,
20161209,7.618751,,
20161210,8.962500,,
20161211,7.156250,,
20161212,3.043750,,
20161213,0.7562500,,
20161214,3.818750,,
20161215,2.475000,,
20161216,0.8000001,,
20161217,-1.131250,,
20161218,4.075000,,
20161219,3.900000,,
20161220,-0.2000000,,
20161221,-0.4375000,,
20161222,0.6000000,,
20161223,2.893750,,
20161224,4.487500,,
20161225,7.318750,,
20161226,8.150001,,
20161227,6.231250,,
20161228,5.893750,,
20161229,3.381250,,
20161230,-0.4375000,,
20161231,0.1687500,,
20170101,2.337500,,
20170102,0.5312501,,
20170103,2.468750,,
20170104,2.468750,,
20170105,-3.075000,,
20170106,-6.718750,,
20170107,-5.762500,,
20170108,-2.493750,,
20170109,-1.450000,,
20170110,-1.987500,,
20170111,-2.981250,,
20170112,3.268750,,
20170113,1.462500,,
20170114,0.1062500,,
20170115,0.2625000,,
20170116,-2.050000,,
20170117,-3.525000,,
20170118,-4.525000,,
20170119,-2.875000,,
20170120,0.1000000,,
20170121,1.625000,,
20170122,-0.6875001E-01
20170123,-3.100000,,
20170124,-0.8687500,,
20170125,0.2375000,,
20170126,0.2625000,,
20170127,-1.443750,,
20170128,-3.318750,,
20170129,0.5562500,,
20170130,0.2375000,,
20170131,-0.1750000,,
20170201,-0.6562500,,
20170202,-2.043750,,
20170203,1.168750,,
20170204,1.943750,,
20170205,1.475000,,
20170206,-1.031250,,
20170207,-1.287500,,
20170208,-3.900000,,
20170209,-4.143750,,
20170210,-3.137500,,
20170211,-2.450000,,
20170212,-2.187500,,
20170213,-3.212500,,
20170214,-2.425000,,
20170215,2.531250,,
20170216,4.662500,,
20170217,4.943750,,
20170218,3.793750,,
20170219,4.256250,,
20170220,6.962500,,
20170221,7.481251,,
20170222,7.212501,,
20170223,6.912500,,
20170224,3.450000,,
20170225,3.506250,,
20170226,8.100000,,
20170227,9.756250,,
20170228,8.743750,,
20170301,4.425000,,
20170302,5.287500,,
20170303,6.818749,,
20170304,9.600001,,
20170305,9.175000,,
20170306,5.787500,,
20170307,2.931250,,
20170308,6.037500,,
20170309,7.162499,,
20170310,6.425000,,
20170311,4.868750,,
20170312,1.593750,,
20170313,4.050000,,
20170314,6.143749,,
20170315,9.825001,,
20170316,7.500000,,
20170317,7.425000,,
20170318,6.087500,,
20170319,4.174999,,
20170320,11.10625,,
20170321,9.650000,,
20170322,6.968750,,
20170323,6.568749,,
20170324,7.675000,,
20170325,6.606251,,
20170326,7.000000,,
20170327,9.518750,,
20170328,12.46250,,
20170329,10.99375,,
20170330,13.01875,,
20170331,15.84375,,
20170401,16.06250,,
20170402,13.06875,,
20170403,8.750000,,
20170404,9.231250,,
20170405,9.987501,,
20170406,8.831251,,
20170407,8.975000,,
20170408,10.88125,,
20170409,12.74375,,
20170410,11.56875,,
20170411,7.518750,,
20170412,8.962500,,
20170413,8.825000,,
20170414,8.687500,,
20170415,8.056251,,
20170416,5.700000,,
20170417,5.506249,,
20170418,4.593750,,
20170419,2.956250,,
20170420,4.312499,,
20170421,9.831249,,
20170422,6.781250,,
20170423,5.718750,,
20170424,8.543750,,
20170425,7.693749,,
20170426,6.356250,,
20170427,6.687500,,
20170428,8.031251,,
20170429,6.893750,,
20170430,7.875000,,
20170501,11.12500,,
20170502,9.837500,,
20170503,11.67500,,
20170504,8.787499,,
20170505,10.69375,,
20170506,12.58125,,
20170507,12.61875,,
20170508,7.681250,,
20170509,5.718750,,
20170510,8.043750,,
20170511,11.98125,,
20170512,15.33750,,
20170513,14.98750,,
20170514,15.38125,,
20170515,15.53125,,
20170516,15.30000,,
20170517,20.36250,,
20170518,21.70625,,
20170519,22.78750,,
20170520,15.60625,,
20170521,15.93125,,
20170522,16.48125,,
20170523,17.96875,,
20170524,12.96875,,
20170525,13.83750,,
20170526,16.66875,,
20170527,20.06250,,
20170528,23.24375,,
20170529,23.88750,,
20170530,22.13750,,
20170531,18.72500,,
20170601,15.45625,,
20170602,18.08125,,
20170603,17.60000,,
20170604,16.31875,,
20170605,16.21875,,
20170606,17.75000,,
20170607,14.75000,,
20170608,16.42500,,
20170609,20.20625,,
20170610,18.36250,,
20170611,22.25625,,
20170612,19.81250,,
20170613,16.62500,,
20170614,16.65625,,
20170615,20.64375,,
20170616,16.88125,,
20170617,16.62500,,
20170618,19.53125,,
20170619,23.75625,,
20170620,23.04375,,
20170621,18.58125,,
20170622,19.51250,,
20170623,19.64375,,
20170624,19.53750,,
20170625,18.02500,,
20170626,16.66250,,
20170627,17.00000,,
20170628,20.12500,,
20170629,18.28125,,
20170630,15.96250,,
20170701,15.76250,,
20170702,15.83125,,
20170703,17.19375,,
20170704,16.93750,,
20170705,16.15000,,
20170706,19.38750,,
20170707,19.56875,,
20170708,19.61875,,
20170709,19.11875,,
20170710,18.70000,,
20170711,18.81250,,
20170712,17.32500,,
20170713,15.11875,,
20170714,16.45000,,
20170715,16.88125,,
20170716,17.80000,,
20170717,18.35625,,
20170718,18.61875,,
20170719,21.98125,,
20170720,23.05625,,
20170721,21.68750,,
20170722,20.29375,,
20170723,19.71250,,
20170724,19.48750,,
20170725,16.21250,,
20170726,16.11250,,
20170727,18.19375,,
20170728,18.28750,,
20170729,20.39375,,
20170730,24.93750,,
20170731,23.78125,,
20170801,23.70625,,
20170802,22.13750,,
20170803,22.29375,,
20170804,21.00625,,
20170805,18.21875,,
20170806,17.31250,,
20170807,18.13125,,
20170808,20.71250,,
20170809,22.14375,,
20170810,20.83750,,
20170811,17.10625,,
20170812,15.45000,,
20170813,17.62500,,
20170814,18.70625,,
20170815,21.35000,,
20170816,19.51875,,
20170817,20.61250,,
20170818,21.29375,,
20170819,17.18750,,
20170820,15.76875,,
20170821,15.28125,,
20170822,14.15000,,
20170823,14.89375,,
20170824,16.76875,,
20170825,17.89375,,
